Raw_Material,Strain,Reactor_Type,Pretreatment,Lignin_percent,Moisture_percent,Ethanol_Tolerance_percent,Temperature_C,pH,Fermentation_hours,Agitation_rpm,Aeration_vvm,Inoculum_percent,Enzyme_gL,Ethanol_gL,Total_Sugar_gL,Process_Efficiency
Sugarcane,S_cerevisiae,Fluidized_Bed,Enzymatic,6.207437212024885,9.216802962775477,12.909498223575866,29.90005038424849,5.215635678175063,50.99741553471379,149.36080969742122,1.355986654909778,11.761131146518052,5.637216932957586,119.35747397652648,127.34629357761845,1.0
Sugarcane,Z_mobilis,Fluidized_Bed,Physical,13.853483132605398,9.62804330583339,12.378441480722143,30.469007932112536,4.920113741353391,53.48723635573358,172.779354563243,0.7341238514240798,10.843941123348053,5.60316198528676,118.5245911589606,171.03392351795944,1.0
Bagasse,Z_mobilis,Fluidized_Bed,Chemical,12.973178272667692,9.502846665297776,12.66198371124987,30.99336357205954,5.234359094387912,45.58172776832312,160.24241314882798,0.9503649733272204,12.236389908496417,6.835172477839255,97.80512171683117,144.79954462123078,1.0
Bagasse,Z_mobilis,Stirred_Tank,,14.169325885962358,10.674477825001954,11.933178470894935,28.168231157839543,4.961525740318047,51.55838639544509,170.98085805150444,0.6740548985567228,12.333400983893382,2.5554033649300765,87.81000064581382,166.4779232705078,1.0
Sugarcane,S_cerevisiae,Packed_Bed,Physical,9.525260882675152,11.283606903685012,10.99950234838347,31.527247747594338,5.462247804173051,52.64713092652793,139.64831181173315,0.7086624513991746,8.786367824624035,4.472009466781119,85.96613119148417,131.90666235605343,1.0
Bagasse,Z_mobilis,Packed_Bed,Enzymatic,8.51165806064987,9.939497259376855,9.620396835651988,27.58084992837532,5.563530203887134,46.48781740733018,146.5732869737154,0.906198649306444,12.95178619305815,5.0719140386017845,103.32638980973095,143.7433188563615,1.0
Corn,K_marxianus,Stirred_Tank,Chemical,10.25206528279928,8.414710011638718,14.260738109019687,28.59975372075326,5.316693794170594,46.16432677162194,163.93561047587204,0.8175760941298349,8.159643563397534,6.148864711895875,102.09650787822558,163.41422497083695,1.0
Corn,S_cerevisiae,Stirred_Tank,Enzymatic,9.746689640933406,11.521140914053095,14.366455400361447,29.79812455739076,5.63794068235,41.68708750500413,149.4921726909855,0.9270982110635332,14.253554381015345,4.67812699942164,98.32628478970848,162.5935388211793,1.0
Sugarcane,S_cerevisiae,Fluidized_Bed,,8.041791143309464,10.066807736416672,10.975397306504185,32.08384688206617,5.270507360823104,53.77398009492732,136.42822642984203,1.2634654626379649,13.740155195011353,5.430735713175563,106.94969992336075,153.77462600076257,1.0
Sugarcane,Z_mobilis,Packed_Bed,Enzymatic,8.339130057623073,7.118327242458038,12.107537273184256,27.457321355445405,4.629145274731573,54.04598438286401,170.5548205675463,1.095113107362075,10.896145323757606,4.965322631248232,,,0.0
Bagasse,S_cerevisiae,Packed_Bed,Physical,8.900881458200608,5.729410499840624,10.77198938327193,31.676935073080266,4.784646516776591,54.60514115745054,158.5127550807446,1.076789147415277,10.05962769699275,5.153697173847149,101.05999438679328,141.62246496585425,1.0
Cellulose,Z_mobilis,Fluidized_Bed,Chemical,6.489988940680412,10.595794350920947,13.1215109245844,29.944836025352107,5.644858514639018,49.017099790846544,128.9595970868655,0.6586416687090613,9.74672087374823,5.759301433512683,112.62900639043433,150.45333247119004,1.0
Wheat,S_cerevisiae,Stirred_Tank,,12.033889868798004,8.341052402244593,13.148205274020729,30.99615290215229,4.712098849592093,48.18460277458593,127.5971805093125,1.1971326499986237,11.831330916443957,4.934856125114722,84.1225716565015,142.20059891314673,1.0
Wheat,Z_mobilis,Stirred_Tank,Enzymatic,9.84310858728698,10.862124258792903,11.317809994851492,28.614768422480807,4.998920389357254,52.179097850305936,151.1014158370861,0.9315515290846544,10.33476295158314,5.19781489113019,104.94946847849336,152.31493883265804,1.0
Cellulose,S_cerevisiae,Packed_Bed,Physical,9.07486459229906,8.448763382272132,11.496993995550628,29.75931117600129,4.402272125309973,50.79702756721982,139.93474630578285,0.8538839897512782,10.962136139077508,5.992985858402867,102.10853112122346,169.64523031552417,1.0
Cellulose,S_cerevisiae,Packed_Bed,Chemical,6.668937517174967,10.266371544990015,11.57087419384256,30.71685614933744,4.907125913940951,48.250270786813,146.3638409642181,1.085617565474894,10.738205687345264,5.222547138116323,104.14441018631078,149.2497751882483,1.0
Cellulose,Z_mobilis,Packed_Bed,,6.518881066997605,9.243196944075816,10.832466410522892,33.6348714402322,5.384188298707917,54.51484563492252,129.23739803653012,0.8870962456191114,10.801559214719834,3.674858796411416,81.71763942278034,126.99970724783493,1.0
Corn,K_marxianus,Fluidized_Bed,Chemical,15.807742152167236,13.50384162054661,12.739349332310676,27.12060082043749,5.225385624602739,58.29234225893981,166.41010748553578,0.8359954411640138,10.554675082911151,4.416436441115784,103.86258138599008,170.9425454067395,1.0
Sugarcane,S_cerevisiae,Fluidized_Bed,Enzymatic,8.118227611415291,11.90063131563729,7.718598424079005,28.724532913893636,5.041471682716532,61.47779712217629,173.11942858985975,0.7480075382854354,10.253888140227229,6.568010415563606,115.21895746568184,149.69676389543355,1.0
Wheat,K_marxianus,Fluidized_Bed,Chemical,11.83158518262798,12.69459380037566,12.146129818224722,28.92360581081944,4.5517191003606925,41.52540299719019,127.62942219036545,1.1844100248758995,10.0260084534038,5.745526223977197,96.83180165311356,150.37444964772084,1.0
Bagasse,K_marxianus,Packed_Bed,,10.48790340970053,10.048095538238131,15.490761449739702,30.42128360127564,5.291875649335449,50.17741333077194,126.55020313410836,0.674265508542093,11.51320957243523,6.954884222310904,104.41143987376788,158.34952262890158,1.0
Cellulose,S_cerevisiae,Packed_Bed,Physical,1.6744346166756934,11.644721878229763,13.3546567234163,26.975317833263205,5.326832667662706,51.0433412699581,175.71813610490062,0.810705027793711,8.005681939072652,6.959564977982754,107.74456437257038,170.24586793569242,1.0
Sugarcane,S_cerevisiae,Stirred_Tank,Physical,15.377352469415776,10.183300155202284,10.086736225058344,27.272480927217075,5.063210110530301,49.86236861420018,169.549214777558,0.9224176634965786,9.74609674992332,5.116309480548156,97.70568182580148,170.11976444182656,1.0
Wheat,Z_mobilis,Packed_Bed,Chemical,12.052251936328348,12.939182734867453,10.152941129075408,33.82267580046496,5.09346938125591,57.84395769332461,134.88258406469143,1.028214519728944,8.667138529753101,5.118214929470322,85.68088166011738,165.32127764709043,1.0
Wheat,Z_mobilis,Fluidized_Bed,Enzymatic,7.696989537085574,9.854875869487453,10.954847376532234,29.623232608449403,4.899692497416888,50.49332004884532,159.86359660213384,1.4686853204296173,11.449117248874794,5.6214663938900005,106.74499970614228,149.51177377953135,1.0
Sugarcane,K_marxianus,Stirred_Tank,Physical,9.914900486711216,7.205021319278412,10.71298968670742,29.10709347343779,4.9634336763683296,64.07658624049806,150.1569763356841,0.8395724271761494,9.106556499420044,3.9625412102561866,109.19899772328242,194.5812782387106,1.0
Corn,Z_mobilis,Fluidized_Bed,,6.552449897789002,6.002756949492122,13.374760080607386,35.11250073751037,4.632196037764122,53.790403353025376,135.06462873943423,1.169657903842201,8.045844307337905,5.431485858834534,103.93891408750945,163.143185824649,1.0
Cellulose,Z_mobilis,Stirred_Tank,Chemical,15.4786614353834,13.33662223912903,10.438464622398206,29.01457793308588,5.396428019865168,38.64285820044799,163.7857722134329,0.9349927830380697,11.463002225914511,5.966427292221971,95.5744259873591,173.72404876337345,1.0
Bagasse,Z_mobilis,Packed_Bed,,7.277026875275606,10.957008948301718,13.325195983455556,29.079879466353788,5.236947065432525,50.951226904736856,146.74622175315233,1.1987291913070326,8.198197613963453,5.053518761787412,95.97435628635586,153.91413422268104,1.0
Wheat,Z_mobilis,Packed_Bed,Physical,8.430748009916021,11.088513700083483,11.703380026397491,30.20733422893922,5.028960307068967,45.2509700039468,154.8150586846685,1.0349852264536847,12.456022531681416,4.012586817258853,106.2827464110048,136.6709014264922,1.0
Bagasse,S_cerevisiae,Fluidized_Bed,,7.811316765557226,12.979295684583164,12.636116625996133,31.66910136462943,4.857905775904204,56.771923375000775,170.91013062070408,1.3913440613774133,8.75632452300492,4.690138681405218,91.36900737481038,141.17599327209868,1.0
Sugarcane,Z_mobilis,Stirred_Tank,,10.24113820062751,6.696530112548089,13.320168639998297,26.778116851181387,5.4196661621641615,47.85149177295954,127.8343418689481,0.866864216601326,10.704937991728285,5.134718095113966,97.39623441745997,168.78189945877196,1.0
Bagasse,K_marxianus,Packed_Bed,Physical,14.11094950041794,9.282797569536385,12.96555480061676,33.831630642508394,5.238729706430502,43.72459151345576,183.12090272194652,0.6965737742369662,12.495439690173644,3.531403601703441,93.77702723291397,174.66634414719093,1.0
Corn,S_cerevisiae,Fluidized_Bed,Physical,15.368123347285472,9.527860340769934,15.346993674653936,31.83534593914071,5.264629881951008,49.49933073096437,150.71136078017696,0.9601139905658158,7.093083152113632,4.671169737569079,92.91851763994468,164.0566422802803,1.0
Cellulose,S_cerevisiae,Stirred_Tank,Physical,8.80301156733311,11.48455046641403,14.741002813507343,31.26655204320149,5.284245066043046,46.11750844826869,163.68873181499518,0.9336748236331476,11.665064540200763,5.6062230714131465,94.79739341300092,159.56664385705548,1.0
Bagasse,K_marxianus,Packed_Bed,,11.134776946953767,8.614719549798235,10.440489264805674,28.81057490473013,5.156954218355345,41.116197760042745,124.70142352635088,1.1931607413425358,10.228777856828309,5.735967120401752,93.82066022811108,161.74786653818927,1.0
Cellulose,S_cerevisiae,Stirred_Tank,Chemical,10.24571623781222,7.59725251297042,16.367924693821763,29.76401713437466,4.915689693134199,41.1152454266775,160.22431563858314,0.9092022319813312,14.44007428117862,4.556932781030815,90.68496337003504,133.9787128933584,1.0
Sugarcane,S_cerevisiae,Packed_Bed,,7.055172206667826,7.579302698005786,12.364197305103,31.447465901346032,4.317027208075183,53.18173868906676,120.67066482915452,0.9632880335302216,12.066698038293906,4.482895896312511,106.5785276651923,168.52950413480926,1.0
Bagasse,K_marxianus,Stirred_Tank,Enzymatic,17.267666723787833,12.29883615254404,12.82414521865948,28.885722043411853,4.684058344339767,46.12491357335843,156.10485475052442,0.8338764830329921,12.458254577034465,5.110557036030381,95.10609364919954,168.59483344795402,1.0
Wheat,Z_mobilis,Packed_Bed,Chemical,14.088278686888769,8.514935812393766,13.906606673886184,32.00980402881549,4.427385489191945,54.67157761062688,150.79448716225355,1.1188596898356136,11.625622848875825,5.048089941853979,89.16236618989323,143.27958905185446,1.0
Corn,S_cerevisiae,Fluidized_Bed,Physical,10.567347549133103,8.895965031356377,10.080787725382098,30.31734153464667,5.11839162390051,36.03242170111714,129.64140269670904,1.003083532009115,10.89149512998018,6.154810349959533,106.37218876397972,184.24218414896484,1.0
Wheat,Z_mobilis,Stirred_Tank,Enzymatic,14.745628280496964,11.26899630145581,15.510532345879897,26.9425762086846,5.287008664817836,46.82617253833979,155.30052974530582,1.0337130871391371,12.775296420025224,5.265002752725401,91.60360523299283,160.08772738862763,1.0
Wheat,K_marxianus,Fluidized_Bed,Enzymatic,13.636320138153414,8.6021091835302,12.680098086420472,28.04612601069747,5.073922269016197,56.51252019766146,132.52712612342123,0.991218060250873,10.90053758965986,4.647787827641432,105.03468440043152,169.4444639373067,1.0
Wheat,S_cerevisiae,Fluidized_Bed,Enzymatic,10.245584023245266,6.590103154488716,14.847461175937635,28.812984913538404,4.609613296342848,52.42980098061212,132.57753982320543,1.371408825983222,12.136335870826846,1.5229227210148943,86.01306490698754,160.53886220807425,1.0
Bagasse,Z_mobilis,Fluidized_Bed,Physical,10.97789081598398,6.836597652550202,11.9456667626087,29.534730126809308,4.860705284834509,51.818222209940174,154.83052588765148,0.9964647087284516,8.736244828846893,5.398456992239595,100.3022766375122,172.90576720727202,1.0
Cellulose,K_marxianus,Fluidized_Bed,,14.536378427129964,9.886385206569084,10.367348206423271,29.70739341412864,5.143959029569353,51.396715648671055,135.8649353710493,1.0549197738460785,7.907582523370259,4.80084630749438,,,0.0
Bagasse,S_cerevisiae,Packed_Bed,Chemical,7.161539256610959,10.994656860730442,13.40711683725666,28.804425206088872,4.749675578455648,40.4414273325112,183.34015572210768,0.880943266489455,7.163962893088824,4.708495743087812,95.85543437001157,146.03156879055712,1.0
Corn,S_cerevisiae,Packed_Bed,,15.02107209196402,9.59550951229916,10.26038965534488,28.62711685705885,5.028144146247702,51.048980240068126,144.82660774107708,1.0155900731255678,9.279801075668896,5.606060182772738,91.2982366273688,152.3324859404412,1.0
Bagasse,Z_mobilis,Packed_Bed,Physical,9.324662317944652,10.860885407618138,11.32480589002201,29.68111464566597,5.0777215533204485,54.46505724175764,145.7598844755906,0.8159609550808805,11.084143634896945,4.210545718021853,105.63091245582834,188.1096674326203,1.0
Cellulose,S_cerevisiae,Packed_Bed,Enzymatic,14.574030228542702,6.774324947984729,7.068985906855308,29.60114026309185,5.147308318853925,42.389060091891935,162.70992863362872,0.7504998404948628,8.2713480015577,3.107891636924486,96.35293508000436,174.32981354703753,1.0
Bagasse,Z_mobilis,Stirred_Tank,Enzymatic,9.98432020761154,6.909392918063784,14.992186345874975,27.339414194322607,4.654371121799451,41.42644630048439,135.70279105315,0.76873246059204,11.545425857913848,4.940732428585735,97.06691215839956,145.35762541383951,1.0
Corn,Z_mobilis,Stirred_Tank,,11.012818667418916,14.50787183258848,11.220358183976824,30.17368361053319,5.426072364420789,52.94380373884615,146.6910844989921,1.0494308642998031,11.140496446715982,3.835679097598196,88.11891123677468,144.48334690338584,1.0
Corn,S_cerevisiae,Stirred_Tank,,9.897074930282622,12.46556854427336,11.628467492418132,31.12749569459337,5.120232480133349,49.221032568740895,152.16630359603536,0.8919395214383522,7.157118794125674,5.264274345835011,74.44820804702461,139.3215180432476,1.0
Wheat,K_marxianus,Packed_Bed,,8.404469131566318,11.537943783797036,12.32697027249658,30.534927691280416,4.912285289500329,42.65220026324241,189.19848946773087,0.5724261335791201,10.188601726895431,4.757752311040509,106.26002535598984,183.5719098815972,1.0
Sugarcane,S_cerevisiae,Packed_Bed,Chemical,9.189835305567064,8.680550658531121,13.338112933930184,29.116107879720747,4.986145592240054,59.09861681485648,152.63416598711507,1.2137699441888163,9.413562748451351,3.8273862359523303,108.10375645068764,141.16935750082888,1.0
Sugarcane,K_marxianus,Fluidized_Bed,Enzymatic,14.1373342095057,9.5239876185391,9.699028265122546,30.6290799438452,5.547535154475937,45.52467677272554,172.70961641388143,0.924729634760085,10.749123451405554,4.38173443277894,96.25605206896428,148.28827782239767,1.0
Cellulose,Z_mobilis,Stirred_Tank,,3.0575080519825946,9.9966453657328,9.35562028460304,30.72932856203127,4.828690095672581,52.48543280120068,174.30688943446023,1.433602305853178,10.427750418106186,5.485202971486535,104.1227426426499,163.84251754255553,1.0
Corn,Z_mobilis,Fluidized_Bed,,6.283102165585489,12.628692227433048,14.455897107555584,30.95020676853088,4.801322554837479,36.38615786260043,113.09895516838124,1.0800032364189796,11.282992130630916,4.107072253580353,102.39782733977658,158.42951352269185,1.0
Bagasse,S_cerevisiae,Fluidized_Bed,Enzymatic,7.823584871925693,10.805565532890183,11.175775813060634,30.970261691619875,5.022282501410752,49.62855034568276,119.25784666496128,1.1019816045646744,10.94479582960354,3.62449215289523,107.8183793914204,175.3609323297953,1.0
Bagasse,S_cerevisiae,Packed_Bed,,6.764965622691936,11.051827602575605,12.905185630640768,30.941280447278043,4.571683494145376,44.208690148905845,156.98007372315283,0.921710347137586,8.486727579041272,5.539693076055828,86.57482679038006,130.7646862502294,1.0
Bagasse,S_cerevisiae,Packed_Bed,Physical,14.529938831246469,9.664690129765,11.264713585277589,27.22899967500297,5.577326856341352,51.60921060524714,141.16743689124644,0.7917595698824973,7.859180832268864,5.978167268243433,75.58859115786994,158.6814551062268,0.9340280106439777
Bagasse,Z_mobilis,Fluidized_Bed,Enzymatic,13.773030933559612,11.58533013368017,13.52677664535988,29.043154043957173,4.664534577171334,55.7146832664282,155.17424427557765,0.8610175004653989,10.294148739496034,4.090036354084377,104.26983641948308,158.45909691886334,1.0
Sugarcane,S_cerevisiae,Packed_Bed,Physical,11.776095428183847,10.604645494862549,11.223931113198493,28.11917193037236,5.202433794190489,55.52648627275918,133.49236216095034,1.330691743901912,11.104276760740984,5.577276627053795,96.81886560604434,130.50370592632754,1.0
Corn,K_marxianus,Stirred_Tank,Physical,8.086587797567395,10.08804546549136,12.624626986216938,26.8453687170297,5.048713111512818,47.395372619365766,195.3586167177841,1.1583910772391697,12.420440852502365,6.039261694908841,108.12828021502982,183.38292915632508,1.0
Corn,K_marxianus,Packed_Bed,,14.005155600382407,8.513831655627458,13.257375783962942,26.166364501337508,4.983821501963821,52.4328306226257,156.17964407409562,1.0802332634058962,12.395496433230353,4.359811890780694,100.38406083122192,171.48591058181552,1.0
Cellulose,Z_mobilis,Stirred_Tank,,5.235610222013367,9.772856515796736,12.565853352934006,32.88164932798705,5.145203610737799,63.27072765164955,169.41530697149778,1.063514247143981,10.48784779017294,5.100478293899124,100.09414039927078,154.87984745835251,1.0
Bagasse,Z_mobilis,Stirred_Tank,Enzymatic,16.425947920443807,7.840934592440089,12.903910302537255,29.36861654113232,4.804946184389012,47.43234498233859,168.98083934272984,1.349933787758082,10.309557583316916,5.312885941281467,83.82937481654321,152.92410856083575,1.0
Wheat,S_cerevisiae,Fluidized_Bed,Physical,7.946110608467348,9.91972198802609,11.952061466414545,33.03530924317527,5.19444365756643,47.2331929176209,174.37506877504862,1.0671841679029312,11.870988193953949,5.322082605230927,79.57831357649874,123.13564246770477,1.0
Corn,S_cerevisiae,Stirred_Tank,Enzymatic,9.213894334475686,10.177822715929798,9.23424867409372,32.57299612802378,4.731159166973511,41.6330693731442,161.79258229422837,1.0522493065550438,8.91346334923075,4.612761611004848,90.36642273748728,150.9454846887783,1.0
Cellulose,K_marxianus,Packed_Bed,Enzymatic,8.711968448515858,5.190963230787372,8.890491304855662,28.58840321400007,4.745102827700908,50.39374104121998,134.3572154605763,1.2122876865995016,10.537289598725495,4.240162479627574,110.94566703057768,167.13429939500975,1.0
Sugarcane,K_marxianus,Fluidized_Bed,Enzymatic,6.78067775770397,9.539320921798993,9.613835955354508,31.293943517229252,4.640022606329093,45.08978559710968,177.55394664897986,0.942488006223332,9.929351281643408,5.826643030150878,116.8572187808912,146.2538806948712,1.0
Wheat,Z_mobilis,Fluidized_Bed,Chemical,15.77533937181076,7.648239590790815,10.595903720184442,32.31045089199166,4.908104139445666,43.89025736653517,178.90692602641226,0.9237189460805284,8.35962530965911,7.227278490400396,95.24186965892449,154.18065266999577,1.0
Cellulose,S_cerevisiae,Fluidized_Bed,Physical,12.36668389235346,10.997278651033389,13.905013891974669,29.76858877446563,5.027830590488156,36.73463277090439,155.0274090138987,1.2592401864044238,8.860913742969593,4.757687210489643,101.14821233782824,184.87924866513845,1.0
Sugarcane,S_cerevisiae,Fluidized_Bed,Physical,13.646411626239365,11.27431948710199,7.925833181385128,31.34301855087894,5.17794622337566,42.13771541306345,161.51768698966305,1.091837312068629,13.329376864008882,4.858789223644262,105.04165176725505,187.37781032786097,1.0
